2081,3060,4
69,1934,4
2443,385,4
1380,1646,2
2297,3895,5
2444,3719,5
1975,3682,5
3698,3536,2
558,3451,4
2146,3850,5
3699,1448,4
2924,3178,2
609,2474,3
4021,2121,5
389,2903,3
1102,2041,4
2513,594,3
1882,4036,5
906,469,3
2288,3631,5
3127,3532,5
1880,3525,3
2040,3978,5
2023,2635,2
2571,3073,4
1614,2449,4
1910,1925,4
3531,4007,6
933,3066,3
717,268,7
1105,1490,2
1777,1164,2
2863,148,4
690,3790,4
969,3780,4
588,3500,4
429,2739,4
863,3558,3
1768,3293,3
3069,596,3
188,3538,5
871,1467,5
3061,542,4
196,632,4
2065,3944,5
1473,230,3
3058,3847,5
3625,2880,5
3293,1108,3
134,3626,5
1909,2327,3
3011,2235,4
588,2391,4
1136,801,5
2336,243,3
3254,3073,2
1184,2346,4
2136,3547,5
325,797,7
705,2271,7
3985,3093,6
2610,89,4
877,2195,6
171,3248,2
3543,1972,5
335,504,4
2807,820,5
104,2592,4
2244,1747,4
922,2560,4
3079,994,3
2874,275,4
89,3284,4
2619,649,4
741,881,3
431,2700,4
289,3079,4
283,1645,3
3998,2197,5
2342,431,3
1840,3649,4
2195,1599,4
1282,3236,3
3779,253,5
987,857,4
2282,3865,5
1850,2820,3
3228,1171,2
3387,3480,5
2294,2290,2
1822,2338,3
460,359,2
2449,900,4
3729,856,3
3355,3294,2
1156,2808,3
681,821,6
2087,1042,3
1628,676,3
3976,3857,2
2099,319,4
1102,500,2
1728,244,3
166,2006,4
3965,439,3
887,3990,7
1591,3329,3
1139,1683,2
2106,3313,4
1248,3336,3
3432,3476,5
3001,3024,2
3289,178,4
2670,415,4
2524,3767,5
2175,3316,4
982,900,2
2714,324,4
3012,2328,4
1140,225,3
511,3183,4
3252,264,4
1716,3826,4
838,1456,6
2961,724,5
2228,3544,5
1190,2650,4
3149,1611,3
68,3827,5
2351,1118,3
2097,1610,4
1182,3111,3
3299,3870,5
85,2567,4
1688,2813,3
871,1474,5
1681,2357,4
3698,85,5
1719,1714,2
2095,2589,2
2566,2106,2
3117,2565,4
2682,171,2
1800,1810,1
1880,3289,3
3250,1484,3
2038,205,3
3479,495,4
176,975,3
1706,488,3
3896,3003,5
3528,1180,4
3677,3758,2
3171,1883,3
1854,2449,4
414,2320,3
1184,3756,3
3651,3199,4
1003,1184,1
563,468,2
2072,3027,4
650,2288,4
133,3567,5
350,292,4
491,3716,4
1823,2129,4
1130,3263,3
3425,3233,2
1516,3472,4
2820,754,5
2298,3451,5
3048,284,4
513,2048,3
1583,2248,4
1444,3356,3
686,1948,6
2212,3225,4
3226,3610,5
175,2439,4
2221,3444,5
1579,80,3
3245,3704,5
959,299,3
2707,2242,4
2220,1820,4
1436,3098,3
925,1736,1
1243,2347,3
2622,1687,3
569,1858,3
314,1367,3
3165,1241,3
3273,3291,2
1811,25,3
1570,16,3
1148,3879,4
2692,159,4
401,238,4
1309,3112,3
1591,2773,3
2660,954,4
70,2191,4
3245,2213,4
2766,627,4
1026,1063,2
3649,1087,4
3359,1968,4
2050,3693,5
2574,1225,4
2326,1449,4
2124,1626,3
936,2237,4
2537,937,4
1591,3761,4
2194,3625,5
3684,2687,4
1375,93,3
1028,2076,3
2306,182,4
66,2915,4
3265,3999,6
172,640,4
2421,2461,2
2555,2906,4
2577,256,4
3250,1572,3
436,3782,4
1762,2945,3
2720,3989,5
566,1408,2
2017,1590,3
1283,1803,1
1449,2877,3
1138,3973,4
689,3164,5
1116,2492,4
3929,1252,4
1040,3441,4
864,2642,6
106,1628,3
1787,613,3
2812,3666,5
3626,2539,5
3640,2596,5
1178,1322,2
718,1136,5
3224,3442,5
261,636,4
3141,3960,5
3094,2436,4
209,274,2
3695,2005,5
2539,671,4
1270,1743,2
730,3323,5
1263,2962,3
3276,3386,2
3167,1318,3
3750,3172,4
3087,2783,1
129,3753,5
1385,873,5
2458,3390,4
3664,811,3
936,1753,2
3827,260,5
2762,1231,3
497,3877,3
748,372,6
1830,2631,4
3382,2113,4
3314,2633,4
160,679,4
3014,2761,2
2043,3370,4
81,2279,3
3388,2220,4
3809,3309,5
2555,792,7
1227,1034,2
582,1920,4
618,944,3
2626,173,4
377,4020,5
519,1914,4
2955,454,4
3142,204,4
535,1735,3
1988,4009,5
3,2597,4
3487,364,3
1632,2095,4
3293,3806,5
3290,2040,3
3264,3107,2
3567,1143,4
1066,2126,4
108,2227,4
1647,30,3
2452,2455,2
3180,2182,4
880,2303,6
3965,1003,4
3512,1315,4
3152,2062,4
2791,1785,3
3122,2901,2
771,3852,4
1309,300,3
1142,1120,2
1075,2851,3
1314,973,2
3815,1540,4
2872,291,4
1513,5,3
3315,2364,4
451,1263,3
2242,850,7
1697,429,3
2449,2930,4
1084,840,5
3604,134,5
3394,1639,3
407,912,3
993,1639,1
3534,1424,4
1287,3267,3
1523,2635,3
3961,3060,5
829,3764,4
1067,3465,4
1563,2845,3
2839,3511,5
307,3279,4
257,3527,5
638,1541,3
1755,1679,2
2507,3425,4
529,3860,4
2082,896,4
1769,2369,3
1776,1727,2
580,3153,3
2486,1145,4
2141,2701,4
2842,2513,4
1823,796,6
46,1357,3
3094,1527,3
726,885,3
2430,977,4
5,1096,3
1661,2921,3
3538,1269,4
3168,2202,4
812,2914,5
3843,616,4
1306,403,3
2124,2664,4
867,1857,5
1582,2227,4
1564,543,3
2374,1392,4
3144,136,4
2344,173,4
1883,3757,4
2622,803,6
1135,1954,3
243,1045,3
1003,3753,4
2290,2692,4
22,1903,3
3226,340,4
1032,2711,3
3739,3404,5
670,2131,4
1999,228,4
3479,355,4
452,2532,3
3582,2157,5
1518,152,3
2678,2818,2
2887,1689,3
3667,2077,5
922,3101,3
1293,2371,4
3446,3246,5
1031,3031,3
1351,1672,2
2011,3317,4
2311,2064,2
1418,3588,4
2128,3934,5
3382,3464,5
2670,3430,2
3635,2616,5
329,231,1
2473,1239,4
595,2081,4
1209,1966,4
2838,1817,3
4038,327,6
662,1675,3
672,2740,4
117,2794,4
1716,3434,3
2745,3613,5
2556,1709,4
1266,2491,3
1891,3824,4
2986,2036,4
3748,3911,2
2540,1064,4
3083,1982,4
1168,1558,2
2059,776,6
262,2076,4
3426,2287,4
913,2848,3
2490,217,4
2,344,2
3298,1530,3
2263,331,4
2945,2984,2
1119,3339,3
3317,1589,3
4019,3209,6
2407,1968,2
202,2002,4
1191,2832,3
2170,3859,5
125,2869,4
3028,1458,3
1574,3616,4
2367,1533,4
3117,3814,5
207,1856,3
577,300,4
1686,1307,2
1276,2950,3
1495,1968,4
3526,1411,4
2886,3592,4
1446,378,2
247,2284,3
2113,1914,2
76,2844,4
518,2497,3
3844,3175,5
704,2378,7
5,3395,4
3819,2430,5
3864,2459,5
243,3375,4
2526,2249,2
3135,2483,4
95,1836,3
1062,3862,4
3536,632,4
447,3830,4
3346,3119,2
3338,3196,2
1720,2512,3
119,1195,3
2108,709,7
199,3034,4
1360,106,3
1699,2641,4
1119,2658,4
59,2442,4
2883,1927,4
3654,3340,5
608,3356,4
469,3543,4
853,3743,4
1523,1174,2
3712,374,3
3437,2805,4
3431,3477,5
903,3167,3
3182,881,4
2114,2803,4
2830,3698,5
235,3527,5
615,3377,4
1755,3415,3
3455,3622,2
2898,2892,2
3594,236,5
1487,833,6
2675,1913,4
1217,2545,3
2736,377,4
1907,681,3
4038,3641,6
585,2676,4
1513,3647,4
2779,400,4
3240,2047,4
2458,592,4
2710,768,5
230,481,4
3066,2409,4
464,1280,3
3591,3650,2
2007,762,7
1820,82,3
651,809,5
2600,3176,4
3159,69,4
2464,3495,5
1276,1560,2
2033,1845,4
3116,3061,2
1897,2706,3
1515,389,2
3826,2017,5
1504,2598,3
2792,2786,2
472,3098,4
2941,74,4
2141,1944,1
2852,278,4
2783,326,4
3101,1419,2
263,797,7
3500,794,4
2214,2317,2
207,3099,4
2922,2873,2
1859,3192,3
492,1789,3
3339,2251,4
3572,816,4
113,423,4
81,3737,5
1153,3693,4
1559,1651,2
3997,2961,6
1593,3594,3
2786,2276,4
2685,1136,3
280,1736,3
1880,3408,3
236,2629,3
1423,3898,4
3012,1765,3
1752,873,5
2447,1628,4
Average: 3.701
